,all_frac,best_frac,best_match,best_match_dk,entropy,idx,n_matches,top_occurence,w
3905,1.5333333333333334,0.9019607843137255,Health, sundhed,0.4513589935161246,5392,51,30,benet
3906,1.0,0.8571428571428571,Health, sundhed,0.410116318288409,9129,7,6,brækker
3907,3.0,1.0,Culture,kunst _musik_museum_kulturpol,0.0,8440,3,1,skuespillere
3908,1.0,0.5,Culture,kunst _musik_museum_kulturpol,1.0397207708399179,8269,4,2,pant
3909,0.5,1.0,Culture,kunst _musik_museum_kulturpol,0.0,6476,3,6,bente
3910,0.2,0.6666666666666666,Culture,kunst _musik_museum_kulturpol,0.6365141682948128,2906,3,10,stykker
3911,0.0851063829787234,0.5714285714285714,Culture,kunst _musik_museum_kulturpol,0.9556998911125343,2443,7,47,øst
3913,0.3190883190883191,0.5114155251141552,Environment, klima_ miljø _ naturen ,1.6885267701017956,2967,219,351,gennemsigtighed
3914,0.36363636363636365,0.8,Environment, klima_ miljø _ naturen ,0.5004024235381879,8872,5,11,høfde
3916,0.22727272727272727,0.625,EU, EU _ eu,0.9002560512685369,8951,8,22,trads
3917,2.8333333333333335,0.9444444444444444,Culture,kunst _musik_museum_kulturpol,0.2145591551764051,9183,18,6,højskolerne
3918,1.736842105263158,0.559322033898305,Taxes,skat,0.8760559039754791,6990,59,19,nordea
3919,1.4615384615384615,0.5757575757575758,Economy, økonom_ vækst,0.9599171685554397,3147,33,13,regulering
3921,1.0,0.6,Economy, økonom_ vækst,0.9502705392332347,9213,5,3,ærøpol
3922,0.14150943396226415,0.8333333333333334,Health, sundhed,0.45056120886630463,2777,18,106,greve
3923,0.18421052631578946,0.5957446808510638,Education,undervis_folkeskole_ungdomsuddan,1.3870813966297013,1384,47,152,dagsordenen
3924,2.111111111111111,0.95,Health, sundhed,0.1985152433458726,6841,20,9,bivirkninger
3925,6.3826086956521735,0.998639455782313,Health, sundhed,0.010339033902558512,2312,735,115,regioner
3927,0.11877394636015326,0.5961538461538461,Science,forskning_ universitet_videregående udd,1.2789755392668074,1634,52,261,svære
3928,0.19448946515397084,0.7476635514018691,Crime,kriminal_kriminel,1.0384084421057902,1601,321,1234,kaldt
3929,0.22857142857142856,0.5714285714285714,Health, sundhed,1.5589715668132116,1515,56,140,positiv
3930,0.06345177664974619,0.4166666666666667,Health, sundhed,1.6743102701685797,838,240,1576,forhandlinger
3931,0.16838487972508592,0.8032786885245902,Health, sundhed,0.7845580075675593,2966,61,291,fremsat
3932,0.6666666666666666,0.8235294117647058,Environment, klima_ miljø _ naturen ,0.7260290896223336,4949,68,84,vælgererklæringer
3933,5.016129032258065,0.971875,Crime,kriminal_kriminel,0.14606477901528947,4997,320,62,organiserede
3934,1.3296495105778339,0.8863397179541149,Religion, religi_ værdipol,0.5597770848886923,729,4751,3167,dialog
3935,0.0625,0.4117647058823529,Health, sundhed,1.399570528835303,1088,17,112,følgende
3936,0.0784313725490196,0.6666666666666666,Health, sundhed,0.8675632284814612,3437,6,51,processen
3938,6.8076923076923075,0.9943820224719101,Health, sundhed,0.034713310597884274,3516,534,78,psykiatriske
3939,0.05042016806722689,0.3,Health, sundhed,1.8775242811493909,1481,20,119,trækker
3940,0.13333333333333333,0.4,Health, sundhed,1.1935496040981333,1914,10,30,efteråret
3941,0.18333333333333332,0.3142857142857143,Environment, klima_ miljø _ naturen ,1.578841772153742,1818,35,60,behandler
3942,0.47058823529411764,0.5,Economy, økonom_ vækst,1.229918603764207,2373,16,17,finansiering
3943,0.12631578947368421,0.7741935483870968,Education,undervis_folkeskole_ungdomsuddan,0.8225219414053104,3708,31,190,byrådsmøde
3944,0.5,0.5,Crime,kriminal_kriminel,1.0397207708399179,4913,4,4,eksperterne
3945,0.11857707509881422,0.39215686274509803,Environment, klima_ miljø _ naturen ,1.6777744847343548,2104,153,506,ministeriet
3946,0.0170863309352518,0.41304347826086957,Education,undervis_folkeskole_ungdomsuddan,1.5951946397793588,2263,46,1112,budgettet
3947,0.07608695652173914,0.1891891891891892,Religion, religi_ værdipol,2.272845576722946,6236,37,92,lindahl
3949,0.028368794326241134,0.2857142857142857,Religion, religi_ værdipol,1.859024768746421,1878,28,282,drejer
3950,0.01639344262295082,0.2,Health, sundhed,1.6094379124341005,2555,5,61,opslaget
3951,0.024193548387096774,0.2727272727272727,Health, sundhed,1.6726254461503207,4446,11,124,overskrift
3952,0.125,0.4,Economy, økonom_ vækst,1.3321790402101223,1954,5,16,forklarer
3953,0.021400778210116732,0.3548387096774194,Health, sundhed,1.6549797363977596,1068,31,514,bredt
3954,0.014970059880239521,0.37037037037037035,Science,forskning_ universitet_videregående udd,1.5372071121861568,510,27,668,diskutere
3955,0.08695652173913043,0.5454545454545454,Environment, klima_ miljø _ naturen ,1.1685184057430877,4171,11,69,bussen
3956,0.06557377049180328,0.27906976744186046,Economy, økonom_ vækst,2.0058636696461836,1839,43,183,kritiske
3957,0.09655172413793103,0.6666666666666666,EU, EU _ eu,0.9550807986656575,1189,21,145,diskuterer
3958,0.06349206349206349,0.3076923076923077,Foreign affairs,udenrig_ forsvaret _militær,1.844621476365503,1315,26,126,lukket
3959,0.11304347826086956,0.5652173913043478,Science,forskning_ universitet_videregående udd,1.338872053314866,1781,23,115,emnet
3960,2.6875,0.8775510204081632,EU, EU _ eu,0.4566513449099767,5742,49,16,hollandske
3961,0.14814814814814814,0.8,Health, sundhed,0.5004024235381879,2380,5,27,enighed
3962,0.05793450881612091,0.40350877192982454,Economy, økonom_ vækst,1.7769988483746133,3422,57,397,statsministerens
3963,0.18461538461538463,0.5,Science,forskning_ universitet_videregående udd,1.6010136681927971,1766,72,195,eksperter
3964,0.6724137931034483,0.9512195121951219,Education,undervis_folkeskole_ungdomsuddan,0.2710409022630081,4697,123,174,skoleudvalget
3966,0.09729381443298969,0.611336032388664,Religion, religi_ værdipol,1.4122477552421364,1587,247,1552,uenige
3967,4.416666666666667,0.9814814814814815,Crime,kriminal_kriminel,0.0922160573371918,7575,162,36,pusher
3968,0.1918032786885246,0.7048192771084337,Foreign affairs,udenrig_ forsvaret _militær,1.0562512931701804,938,166,610,besluttet
3969,0.75,0.7727272727272727,Foreign affairs,udenrig_ forsvaret _militær,0.7526123925584649,3902,66,68,kommission
3970,0.21008403361344538,0.78125,Religion, religi_ værdipol,0.9228275101114487,2318,224,833,bro
3971,0.6901408450704225,0.47572815533980584,Health, sundhed,1.4422637076654048,1665,103,71,behandlet
3972,0.3333333333333333,1.0,Health, sundhed,0.0,3113,1,3,vedr
3973,0.027777777777777776,0.5,Health, sundhed,0.6931471805599453,2051,2,36,umiddelbart
3974,0.08904109589041095,0.3277310924369748,EU, EU _ eu,1.8510577915538695,1314,119,438,lytter
3975,0.017948717948717947,0.7,Religion, religi_ værdipol,0.8018185525433373,4478,10,390,ringkøbing-skjern
3976,0.09375,0.5454545454545454,Science,forskning_ universitet_videregående udd,1.1685184057430877,2399,11,64,proces
3977,0.125,0.5,Health, sundhed,0.6931471805599453,2696,4,16,drøfte
3978,1.396694214876033,0.786046511627907,Environment, klima_ miljø _ naturen ,0.7568145543508941,3466,215,121,pakken
3979,0.2857142857142857,0.4,Health, sundhed,1.0549201679861442,4503,5,7,ministerium
3980,7.2894736842105265,1.0,Health, sundhed,0.0,1886,277,38,behandlingen
3981,2.0,1.0,Health, sundhed,0.0,4655,2,1,update
3985,7.5,1.0,Foreign affairs,udenrig_ forsvaret _militær,0.0,5871,30,4,vestbredden
3990,4.064516129032258,0.9545454545454546,Immigration,indvandr_flygt_udlænding,0.2453465513884465,5856,132,31,telte
3991,4.038461538461538,0.9459459459459459,Immigration,indvandr_flygt_udlænding,0.28215699871071487,6080,111,26,venligboerne
3993,3.125,1.0,Immigration,indvandr_flygt_udlænding,0.0,6288,50,16,smykker
3996,1.6666666666666667,0.7142857142857143,Immigration,indvandr_flygt_udlænding,0.7963116401738131,2360,14,6,hjælpen
3998,0.19801980198019803,0.625,Social policy,fattig_socialt udsat_socialminis_svageste,1.2844185256405765,1663,32,101,lejlighed
3999,8.0,1.0,Immigration,indvandr_flygt_udlænding,0.0,6640,16,2,uledsagede
4000,3.0,1.0,Immigration,indvandr_flygt_udlænding,0.0,10576,6,2,trampolinhuset
4001,5.0,1.0,Immigration,indvandr_flygt_udlænding,0.0,10534,5,1,olav
4002,4.666666666666667,1.0,Immigration,indvandr_flygt_udlænding,0.0,8105,14,3,flygtningelandsbyer
4003,1.0625,0.723404255319149,Economy, økonom_ vækst,0.971318640710127,2316,94,64,vko
4005,0.20622568093385213,0.42063492063492064,Economy, økonom_ vækst,1.482255306258966,2000,126,257,tallene
4006,0.5454545454545454,0.5,Economy, økonom_ vækst,1.1840813224310056,3717,60,55,statistik
4007,0.2177121771217712,0.44360902255639095,Economy, økonom_ vækst,1.34851570238665,1931,133,271,socialdemokratisk
4008,2.6666666666666665,0.8,Employment, beskæftig,0.5004024235381879,7277,10,3,genoptjeningsperioden
4009,0.8888888888888888,0.7619047619047619,Economy, økonom_ vækst,0.7091152575824363,2126,21,18,attraktivt
4010,0.23972602739726026,0.39325842696629215,Economy, økonom_ vækst,1.4099776601853913,3524,89,146,løftebrud
4011,2.0,1.0,Immigration,indvandr_flygt_udlænding,0.0,6042,2,1,valgflæsk
4012,1.0,0.75,Immigration,indvandr_flygt_udlænding,0.5623351446188083,7302,4,3,garant
4013,0.12962962962962962,0.358974358974359,Taxes,skat,1.5069484933233233,3640,39,108,spin
4014,3.5397796817625458,0.9863574351978172,Environment, klima_ miljø _ naturen ,0.08227437967193715,3358,2932,817,landbrugspakke
4015,8.25,1.0,Foreign affairs,udenrig_ forsvaret _militær,0.0,4785,33,4,amerikanerne
4016,0.5,0.6666666666666666,Foreign affairs,udenrig_ forsvaret _militær,0.6365141682948128,5631,3,4,big
4017,1.0,1.0,Foreign affairs,udenrig_ forsvaret _militær,0.0,19749,2,2,election
4018,1.5,1.0,Foreign affairs,udenrig_ forsvaret _militær,0.0,19643,3,2,media
4019,1.2727272727272727,1.0,Foreign affairs,udenrig_ forsvaret _militær,0.0,10189,14,11,happy
4020,3.0,1.0,Foreign affairs,udenrig_ forsvaret _militær,0.0,24600,3,1,course
4021,0.8571428571428571,0.8571428571428571,Foreign affairs,udenrig_ forsvaret _militær,0.410116318288409,5972,7,7,breaking
4022,2.0,1.0,Foreign affairs,udenrig_ forsvaret _militær,0.0,10328,6,3,bin
4023,0.0970873786407767,0.29411764705882354,Foreign affairs,udenrig_ forsvaret _militær,1.9792088140401394,4149,34,103,mildest
4024,3.0,1.0,Foreign affairs,udenrig_ forsvaret _militær,0.0,7017,6,2,amerikanere
4025,5.144490087515628,0.9922491301801647,Religion, religi_ værdipol,0.05367392787521846,1158,29029,5599,had
4026,5.1037344398340245,0.9403669724770642,Religion, religi_ værdipol,0.2828216364190836,2795,1308,241,ekstremisme
4027,3.3870967741935485,0.8536585365853658,Religion, religi_ værdipol,0.5481504635788206,4867,123,31,moskeer
4029,1.4057343234323432,0.8624398886357884,Religion, religi_ værdipol,0.5349823057866231,2072,7902,4848,terrorangreb
4030,4.45,0.9468085106382979,Religion, religi_ værdipol,0.2344244168376634,4716,94,20,moskeen
4031,3.25,0.8125,Religion, religi_ værdipol,0.6125426615320018,6444,32,8,grimhøjmoskeen
4033,4.391304347826087,0.8938053097345132,Religion, religi_ værdipol,0.41061142219442115,4020,113,23,islamister
4034,0.10776942355889724,0.6142857142857143,Religion, religi_ værdipol,1.2139498539179283,2572,70,399,synspunkter
4035,0.9302325581395349,0.7272727272727273,Crime,kriminal_kriminel,0.971636835773636,2176,55,43,vanvittigt
4038,1.065217391304348,0.98,Religion, religi_ værdipol,0.098039113279732,4012,50,46,hadet
4039,3.0,1.0,Religion, religi_ værdipol,0.0,6423,3,1,sharia
4040,0.4583333333333333,0.7333333333333333,Crime,kriminal_kriminel,0.9495936677167384,2008,15,24,gribe
4041,0.05442176870748299,0.34782608695652173,Religion, religi_ værdipol,1.8390211812571495,1338,23,147,forsøge
4042,3.0,0.8133333333333334,Religion, religi_ værdipol,0.6425426196608512,2631,225,61,terrorister
4043,2.3333333333333335,0.8235294117647058,Religion, religi_ værdipol,0.4659992569610426,3522,17,6,parallelsamfund
4044,1.1407867494824016,0.925531914893617,Religion, religi_ værdipol,0.34941997931816926,2376,1786,1449,angrebet
4045,0.37362637362637363,0.9444444444444444,Religion, religi_ værdipol,0.2530673318741798,5285,36,91,dialogkaffe
4046,3.0,1.0,Religion, religi_ værdipol,0.0,6209,3,1,hadprædikanter
4048,2.0,1.0,Religion, religi_ værdipol,0.0,7194,2,1,stening
4049,0.058823529411764705,1.0,Religion, religi_ værdipol,0.0,3583,5,85,dialogen
4051,0.36217948717948717,0.6141304347826086,Economy, økonom_ vækst,1.1768580321609494,2575,184,312,bygninger
4052,5.953846153846154,0.989769820971867,Education,undervis_folkeskole_ungdomsuddan,0.06769310841594002,6170,391,65,bondo
4053,1.25,0.8333333333333334,Education,undervis_folkeskole_ungdomsuddan,0.45056120886630463,9045,6,4,mætte
4054,0.15,0.75,Education,undervis_folkeskole_ungdomsuddan,0.5623351446188083,4265,4,20,brønderslev
4055,0.6,0.6,Economy, økonom_ vækst,0.6730116670092565,2255,5,5,nærheden
4058,2.3846153846153846,0.96875,Education,undervis_folkeskole_ungdomsuddan,0.13906079845474112,3992,32,13,dagtilbud
4059,0.5,0.6190476190476191,Education,undervis_folkeskole_ungdomsuddan,1.2337380151460802,2266,21,26,ledelsen
4061,1.2941176470588236,0.88,Education,undervis_folkeskole_ungdomsuddan,0.4433066914680872,4477,25,17,lukning
4062,0.38596491228070173,0.5365853658536586,Education,undervis_folkeskole_ungdomsuddan,1.3463283335393639,4254,41,57,tina
4063,1.5,0.8571428571428571,Education,undervis_folkeskole_ungdomsuddan,0.410116318288409,6001,7,4,tests
4065,0.14285714285714285,0.75,Education,undervis_folkeskole_ungdomsuddan,0.5623351446188083,2348,4,21,fungere
4066,3.0,1.0,Education,undervis_folkeskole_ungdomsuddan,0.0,9290,3,1,skolestruktur
4067,2.5,1.0,Education,undervis_folkeskole_ungdomsuddan,0.0,4885,20,8,renovering
4068,4.5,1.0,Education,undervis_folkeskole_ungdomsuddan,0.0,5236,18,4,implementeringen
4069,4.0,1.0,Education,undervis_folkeskole_ungdomsuddan,0.0,9847,4,1,ordblindhed
4071,2.0,1.0,Education,undervis_folkeskole_ungdomsuddan,0.0,2314,4,2,faglig
4072,4.0,1.0,Education,undervis_folkeskole_ungdomsuddan,0.0,6316,4,1,idræt
4073,4.0,1.0,Education,undervis_folkeskole_ungdomsuddan,0.0,5931,4,1,fordybelse
4075,0.5923076923076923,0.8105263157894737,Education,undervis_folkeskole_ungdomsuddan,0.8032039527893711,1299,95,130,særlige
4076,1.5,1.0,Education,undervis_folkeskole_ungdomsuddan,0.0,6095,3,2,spareøvelse
4077,0.9,0.9,Education,undervis_folkeskole_ungdomsuddan,0.3250829733914482,3694,10,10,lokaler
4078,5.12,0.9770992366412213,Health, sundhed,0.12369985646198449,2368,262,50,fysiske
4079,6.2,0.992,Health, sundhed,0.046594424222104566,3450,125,20,lidelser
4080,2.2432432432432434,0.8556701030927835,Health, sundhed,0.6244337832053746,5123,194,74,selvmord
4081,1.2857142857142858,0.5714285714285714,Education,undervis_folkeskole_ungdomsuddan,1.1126259675686763,3433,63,28,rådgivning
4082,1.5,0.6,Elder care,hjemmehjælp_ ældre _ pension_ plejehjem,0.8030448563658358,4419,25,10,demens
4083,4.4,0.9565217391304348,Health, sundhed,0.17884491271684755,4940,23,5,kroniske
4084,5.631578947368421,0.981651376146789,Health, sundhed,0.10425902638121745,4248,109,19,rigshospitalet
4087,0.75,0.5454545454545454,Health, sundhed,0.9794782655903753,7946,22,16,headspace
4090,2.0,1.0,Health, sundhed,0.0,4984,2,1,overlever
4091,1.0,1.0,Health, sundhed,0.0,7414,4,4,knæk
4092,2.0,1.0,Health, sundhed,0.0,7546,2,1,diabetes
4093,0.9090909090909091,0.8,Economy, økonom_ vækst,0.7113864571354167,3987,25,22,forudsætningen
4094,1.7777777777777777,0.9696969696969697,Economy, økonom_ vækst,0.13579395875159386,5558,33,18,helhedsplan
4095,0.37037037037037035,0.9090909090909091,Economy, økonom_ vækst,0.30463609734923813,2046,11,27,præsenteret
4097,0.6210526315789474,0.8676470588235294,Economy, økonom_ vækst,0.5924027819602014,2411,68,95,præsenterer
4098,1.7647058823529411,0.9836065573770492,Economy, økonom_ vækst,0.08364970461058928,3490,61,34,landdistrikter
4099,0.39344262295081966,0.8888888888888888,Economy, økonom_ vækst,0.4195558923202333,2635,27,61,fremlægger
4100,3.0,0.75,Economy, økonom_ vækst,0.5623351446188083,5711,4,1,rigide
4101,2.0,1.0,Economy, økonom_ vækst,0.0,7956,2,1,storbyerne
4102,1.1379310344827587,0.7333333333333333,Economy, økonom_ vækst,0.8666189911528672,5690,45,29,miljømæssige
4103,0.3333333333333333,0.6538461538461539,Economy, økonom_ vækst,0.8817120037006025,6131,26,51,fynpol
4106,5.0,1.0,Environment, klima_ miljø _ naturen ,0.0,7305,10,2,luftforurening
4107,5.0,1.0,Environment, klima_ miljø _ naturen ,0.0,4218,5,1,klode
4108,5.0,1.0,Environment, klima_ miljø _ naturen ,0.0,5651,5,1,renere
4110,0.2727272727272727,0.5869565217391305,Foreign affairs,udenrig_ forsvaret _militær,1.5156186269557077,5911,46,99,jensens
4111,0.085,0.4,Religion, religi_ værdipol,1.6302685520487956,4089,85,400,påstande
4113,0.1485148514851485,0.8035714285714286,Crime,kriminal_kriminel,0.8921607063954338,2089,56,303,forklaring
4114,1.1666666666666667,0.8235294117647058,Health, sundhed,0.6598720137848266,3258,17,12,nedlægge
4115,0.4186991869918699,0.6023391812865497,Foreign affairs,udenrig_ forsvaret _militær,1.0672297099755494,5293,171,246,dokumenter
4116,1.36,0.4788732394366197,Health, sundhed,1.102372989414076,3492,71,25,udredning
4117,3.6842105263157894,0.8433734939759037,Religion, religi_ værdipol,0.5808167222471884,4710,83,19,hellige
4118,1.6216216216216217,0.8571428571428571,Foreign affairs,udenrig_ forsvaret _militær,0.5246618257946001,7572,70,37,irak-kommissionen
4119,0.1414141414141414,0.27450980392156865,Crime,kriminal_kriminel,2.1841816668388034,4078,51,99,hr
4120,0.05263157894736842,0.25,Foreign affairs,udenrig_ forsvaret _militær,1.3862943611198906,3151,4,19,nævnt
4122,0.021645021645021644,0.2777777777777778,Foreign affairs,udenrig_ forsvaret _militær,1.8036987008327907,3716,36,462,truffet
4123,0.15555555555555556,0.4375,Foreign affairs,udenrig_ forsvaret _militær,1.7479662368880953,5409,16,45,lorentzen
4124,0.19230769230769232,0.45454545454545453,Economy, økonom_ vækst,1.0670895187820832,7659,11,26,villum
4125,3.25,1.0,Foreign affairs,udenrig_ forsvaret _militær,0.0,6142,13,4,nævn
4126,3.0,0.9,Immigration,indvandr_flygt_udlænding,0.39439769144744274,6501,20,6,udlændinge-
4127,0.5833333333333334,0.5384615384615384,Taxes,skat,1.2636256721237276,8548,13,12,samuelsens
4128,0.3333333333333333,0.5,Foreign affairs,udenrig_ forsvaret _militær,0.6931471805599453,9302,2,3,gefion
4129,0.2,0.5,Foreign affairs,udenrig_ forsvaret _militær,0.6931471805599453,3903,2,5,dyb
4131,0.3333333333333333,0.5,Foreign affairs,udenrig_ forsvaret _militær,0.6931471805599453,4355,2,3,glip
4132,0.25,0.3333333333333333,Foreign affairs,udenrig_ forsvaret _militær,1.0986122886681096,6498,3,4,partileder
4133,1.0,1.0,Foreign affairs,udenrig_ forsvaret _militær,0.0,5519,1,1,skilt
4134,2.25,0.9,Taxes,skat,0.3250829733914482,4788,10,4,lettelse
4135,0.5,0.4,Immigration,indvandr_flygt_udlænding,1.0549201679861442,7996,5,4,ellemann-jensen
4136,2.6666666666666665,0.7741935483870968,Foreign affairs,udenrig_ forsvaret _militær,0.7946817408454605,3047,31,9,konflikter
4137,0.5,0.5230769230769231,Crime,kriminal_kriminel,0.910084345509934,2651,65,68,ulovlig
4138,0.08333333333333333,0.4,Elder care,hjemmehjælp_ ældre _ pension_ plejehjem,1.3321790402101223,2403,5,24,trukket
4139,0.3548387096774194,0.6666666666666666,Foreign affairs,udenrig_ forsvaret _militær,1.1258941479668825,3520,33,62,daværende
4140,1.0,1.0,Foreign affairs,udenrig_ forsvaret _militær,0.0,9387,1,1,comeback
4141,0.6230366492146597,0.6878612716763006,Environment, klima_ miljø _ naturen ,1.0648770888692443,2238,173,191,solidarisk
4142,3.688888888888889,0.9222222222222223,Environment, klima_ miljø _ naturen ,0.3476403119667419,1873,180,45,reducere
4143,5.428571428571429,0.9743589743589743,Environment, klima_ miljø _ naturen ,0.11924692639624491,2389,39,7,satse
4144,5.764705882352941,0.9423076923076923,Environment, klima_ miljø _ naturen ,0.2465639522963097,4568,104,17,omstillingen
4145,0.4857142857142857,0.7391304347826086,Environment, klima_ miljø _ naturen ,0.9811063372302121,5694,23,35,midt-
4146,0.8230088495575221,0.7380952380952381,Environment, klima_ miljø _ naturen ,0.8551224789931304,1279,126,113,dagsorden
4147,2.1,0.875,Environment, klima_ miljø _ naturen ,0.4563344322932884,5383,24,10,træer
4149,0.7,0.7,Environment, klima_ miljø _ naturen ,0.9404479886553263,6093,10,10,vestjyske
4150,4.714285714285714,0.8839285714285714,Environment, klima_ miljø _ naturen ,0.421233575187001,4280,112,21,strøm
4153,4.0,1.0,Environment, klima_ miljø _ naturen ,0.0,9107,4,1,havvindmøller
4154,4.5,1.0,Environment, klima_ miljø _ naturen ,0.0,5389,9,2,benzin
4155,4.0,1.0,Environment, klima_ miljø _ naturen ,0.0,7774,4,1,vestas
4158,0.8888888888888888,0.3404255319148936,Crime,kriminal_kriminel,1.1777449296057434,6448,47,18,fiskere
4159,0.9824561403508771,0.6021505376344086,Economy, økonom_ vækst,1.2839566866289334,4598,186,114,chauffører
4160,0.42857142857142855,0.6,EU, EU _ eu,0.9502705392332347,3295,5,7,samarbejder
4161,1.0,0.5714285714285714,Foreign affairs,udenrig_ forsvaret _militær,0.9556998911125343,7793,7,4,brasilien
4162,0.8709677419354839,0.5869565217391305,Culture,kunst _musik_museum_kulturpol,0.9394199776922609,2344,46,31,officielle
4163,2.563953488372093,0.9671052631578947,Foreign affairs,udenrig_ forsvaret _militær,0.20334427073531158,2425,456,172,køb
4164,1.436241610738255,0.7181208053691275,Economy, økonom_ vækst,0.6626394853318922,3318,298,149,langs
4165,0.75,0.75,Economy, økonom_ vækst,0.5623351446188083,7308,4,4,ryan
4166,0.7,0.7777777777777778,Culture,kunst _musik_museum_kulturpol,0.6837389058487535,2757,9,10,vært
4167,1.4285714285714286,0.5263157894736842,Foreign affairs,udenrig_ forsvaret _militær,1.0156378226755116,3904,19,7,handel
4168,0.25,0.3333333333333333,Foreign affairs,udenrig_ forsvaret _militær,1.0986122886681096,4886,3,4,sydjylland
4169,0.4574468085106383,0.7543859649122807,Elder care,hjemmehjælp_ ældre _ pension_ plejehjem,0.967192110264844,4343,114,188,køkken
4170,0.9375,0.8571428571428571,Crime,kriminal_kriminel,0.48160237879386447,3366,35,32,overholde
4171,3.764705882352941,0.9572649572649573,Environment, klima_ miljø _ naturen ,0.23740777926352769,3930,936,238,svin
4172,2.0714285714285716,0.5576923076923077,EU, EU _ eu,1.002654138166751,4466,104,28,tyskerne
4173,4.300531914893617,0.9932432432432432,Environment, klima_ miljø _ naturen ,0.04563090305465988,2870,1628,376,landbrugets
4174,1.0,1.0,Foreign affairs,udenrig_ forsvaret _militær,0.0,9327,1,1,kronprinsen
4175,0.75,0.5769230769230769,Economy, økonom_ vækst,1.2289579152129677,2606,26,20,potentiale
4176,0.03125,0.16666666666666666,Foreign affairs,udenrig_ forsvaret _militær,1.7917594692280547,2127,6,32,overraskende
4177,3.176470588235294,0.6585365853658537,Social policy,fattig_socialt udsat_socialminis_svageste,0.8592732222688975,1101,246,51,tusindvis
4178,0.05714285714285714,0.21052631578947367,Health, sundhed,2.2282879778496705,6681,38,140,eriksen
4179,1.125,0.6,Environment, klima_ miljø _ naturen ,1.020036958401841,5777,15,8,fiskeri
4180,0.10465116279069768,0.3333333333333333,Science,forskning_ universitet_videregående udd,1.9598829602312229,5532,27,86,fyens
4181,1.1428571428571428,0.6153846153846154,Foreign affairs,udenrig_ forsvaret _militær,1.0317671113505356,5431,13,7,underskrevet
4182,0.25,0.6666666666666666,Foreign affairs,udenrig_ forsvaret _militær,0.6365141682948128,3831,3,8,modtog
4183,0.1910569105691057,0.5,Economy, økonom_ vækst,1.502861157154756,1102,94,246,samlede
4184,0.4,0.42857142857142855,Economy, økonom_ vækst,1.2396593920543857,2718,14,15,udnytte
4185,0.03225806451612903,0.3333333333333333,Foreign affairs,udenrig_ forsvaret _militær,1.0986122886681096,2385,3,31,underligt
4186,0.06422018348623854,0.30434782608695654,Social policy,fattig_socialt udsat_socialminis_svageste,1.728977000629842,2241,23,109,stigning
4187,0.19444444444444445,0.4666666666666667,Foreign affairs,udenrig_ forsvaret _militær,1.1710598699903711,5400,15,36,flaget
4188,0.1,0.25,Crime,kriminal_kriminel,1.7328679513998633,2227,8,20,strategi
4189,0.25,0.2857142857142857,Culture,kunst _musik_museum_kulturpol,1.7478680974667573,2505,7,8,består
4190,2.0,0.75,Immigration,indvandr_flygt_udlænding,0.7356219397587946,9425,8,3,neergaard
4191,0.19230769230769232,0.5,Foreign affairs,udenrig_ forsvaret _militær,1.2206072645530173,5616,10,26,streg
4192,0.05555555555555555,0.25,Foreign affairs,udenrig_ forsvaret _militær,1.3862943611198906,9005,4,18,grønlands
4193,0.6666666666666666,0.4444444444444444,Economy, økonom_ vækst,1.2148896539491203,6782,9,6,vinderen
4194,0.03125,0.25,Foreign affairs,udenrig_ forsvaret _militær,1.3862943611198906,2985,4,32,een
4195,0.5,0.5,Foreign affairs,udenrig_ forsvaret _militær,0.6931471805599453,5832,2,2,fejring
4196,0.6153846153846154,0.5714285714285714,Environment, klima_ miljø _ naturen ,1.3517839942896461,6784,14,13,kro
4198,0.5,1.0,Foreign affairs,udenrig_ forsvaret _militær,0.0,8693,2,4,hkh
4199,0.2,0.3333333333333333,Foreign affairs,udenrig_ forsvaret _militær,1.0986122886681096,5818,3,5,øresund
4200,0.14285714285714285,1.0,Foreign affairs,udenrig_ forsvaret _militær,0.0,10674,1,7,dømmende
4201,0.08888888888888889,0.4,Health, sundhed,1.4184836619456564,1489,10,45,opfordring
4202,0.5,1.0,Foreign affairs,udenrig_ forsvaret _militær,0.0,10038,1,2,majestæt
4203,1.0,1.0,Foreign affairs,udenrig_ forsvaret _militær,0.0,7428,1,1,dronningens
4204,1.0,0.5,Economy, økonom_ vækst,0.9743147528693494,10155,8,4,eksportfremstød
4205,1.0,0.5,Foreign affairs,udenrig_ forsvaret _militær,0.6931471805599453,8386,2,1,mexico
4206,3.775,0.9556962025316456,Environment, klima_ miljø _ naturen ,0.19955824711290415,4192,158,40,landmand
4207,1.2380952380952381,0.896551724137931,Environment, klima_ miljø _ naturen ,0.3984405075837697,3917,29,21,fisk
4208,0.20833333333333334,0.3125,Economy, økonom_ vækst,1.7710163687835907,4381,16,24,gæt
4209,0.13333333333333333,0.5,EU, EU _ eu,1.0397207708399179,7032,4,15,ironi
4210,1.7692307692307692,0.92,Foreign affairs,udenrig_ forsvaret _militær,0.2787693717685874,4713,25,13,sjæl
4211,0.14285714285714285,1.0,Foreign affairs,udenrig_ forsvaret _militær,0.0,2847,1,7,hidtil
4212,0.5,0.3333333333333333,Foreign affairs,udenrig_ forsvaret _militær,1.0986122886681096,4007,3,2,særdeleshed
4217,0.7294117647058823,0.4065573770491803,Elder care,hjemmehjælp_ ældre _ pension_ plejehjem,1.3524003307311347,2237,305,170,beboerne
